gene_id,ref_gene_name_x,Chromosome,Start,End,C9,I9,C11,I11,C16,I16
MSTRG.15129,LOC102551937,chr19,53915269,53924647,0,0,0,0,0,0
MSTRG.1513,Iglon5,chr1,98440186,98457942,1.662103,2.12481,1.913864,2.007439,1.868976,2.589202
MSTRG.15130,LOC108348949,chr19,53999197,54000939,0.646273,0.225057,0.104206,0.193179,0.022137,0.1156
MSTRG.15131,LOC102551873,chr19,54023539,54026450,0.350422,0.238249,0.144707,0.026442,0,0.064182
MSTRG.15132,RGD1565689,chr19,54061174,54068816,0.482914,0.346413,0.107182,0.157292,0.18963,0.215096
MSTRG.15133,Gins2,chr19,54151048,54163701,0.13141,0.169489,0.411948,0.289748,0.32208,0.175955
MSTRG.15134,LOC102550418,chr19,54525002,54537389,0,0.31224,0,0,0,0
MSTRG.15135,Jph3,chr19,54552167,54613477,0.392217,0.877719,0.486799,0.856019,0.418273,0.351659
MSTRG.15136,Klhdc4,chr19,54617780,54653280,6.46788,8.631386,8.125875,7.733733,3.728985,4.403409
MSTRG.15137,Mir3564,chr19,54632008,54632119,0,0.313979,0.39828,0,0,0
MSTRG.15138,LOC108348956,chr19,54669628,54689004,0.125693,0,0.06709,0,0.073595,0.197661
MSTRG.15139,Slc7a5,chr19,54693959,54722563,98.727199,165.077329,126.970778,125.409449,137.123331,136.15769
MSTRG.1514,Vsig10l,chr1,98458691,98467444,9.251081,12.071775,9.323482,9.941636,9.351273,9.323606
MSTRG.15140,LOC102550600,chr19,54722646,54724011,0.273808,0,0.242537,0.176927,0,0.068634
MSTRG.15141,Ca5a,chr19,54731829,54761697,0,0.03742,0,0,0,0
MSTRG.15142,Banp,chr19,54766441,54843795,6.01995,6.156647,6.087114,6.386645,4.28115,4.525057
MSTRG.15143,Zfp469,chr19,54843864,55083935,0.508971,0.219401,0.382903,0.875579,0.931522,0.911564
MSTRG.15144,Mlnr,chr19,55176617,55183562,0,0,0.015034,0,0,0
MSTRG.15145,Zfpm1,chr19,55094585,55150994,8.815146,13.488535,11.473456,13.173369,20.579287,22.635646
MSTRG.15146,Il17c,chr19,55246926,55248688,0,0,0,0.061663,0,0
MSTRG.15147,Cyba,chr19,55249634,55257824,25.192961,19.524107,25.784533,28.188587,18.492172,13.679052
MSTRG.15148,Zc3h18,chr19,55197348,55241800,12.437605,17.667563,15.666553,16.532834,12.622885,14.80337
MSTRG.15149,Mvd,chr19,55258521,55268933,8.351177,9.19511,9.658542,9.474647,22.656791,23.99693
MSTRG.1515,Nkg7,chr1,98492873,98493940,0,0,0,0,0,0
MSTRG.15150,Snai3,chr19,55276211,55290031,0.114143,0.023591,0.029878,0.032524,0.013794,0.073113
MSTRG.15151,Rnf166,chr19,55290563,55300403,14.291561,14.411743,14.355169,14.040082,10.803845,11.555238
MSTRG.15152,Ctu2,chr19,55300531,55305543,10.864736,11.886297,11.696416,10.928311,7.538629,8.490047
MSTRG.15153,Piezo1,chr19,55305494,55367680,1.384793,1.572903,2.11768,3.103451,1.914432,3.462097
MSTRG.15154,,chr19,55323943,55324211,0,0,0.177434,0,0,0
MSTRG.15155,LOC103694354,chr19,55377610,55379502,2.47023,2.571164,2.695919,2.468439,3.316634,3.642274
MSTRG.15156,Cdt1,chr19,55381565,55386511,0.376143,0.412922,0.65347,0.596777,0.636702,0.694756
MSTRG.15157,Aprt,chr19,55386442,55389398,89.505463,81.95801,89.552824,98.70009,66.239609,65.693472
MSTRG.15158,Galns,chr19,55389534,55423328,2.142217,3.299737,2.737025,2.80401,3.028221,3.742861
MSTRG.15159,Trappc2l,chr19,55423350,55428551,22.381746,24.453454,24.132872,23.173913,16.261417,16.405808
MSTRG.1516,Etfb,chr1,98472776,98486940,69.542076,74.206299,76.592934,80.982224,59.308071,55.705204
MSTRG.15160,Pabpn1l,chr19,55430808,55434252,0.536165,0.521738,0.374883,0.396794,0.526394,0.806458
MSTRG.15161,LOC102550963,chr19,55537910,55554971,0.734257,0.820103,1.023274,1.127733,0.332819,0.536465
MSTRG.15162,LOC103694355,chr19,55543267,55548945,0,0.047824,0,0,0,0
MSTRG.15163,Cbfa2t3,chr19,55436287,55510652,11.752421,19.624603,11.886571,11.578748,18.769878,22.430385
MSTRG.15164,LOC108348958,chr19,55453974,55460775,0.550191,0.668581,0.20888,0.221616,0.401337,0.434152
MSTRG.15165,Cdh15,chr19,55669661,55689986,0,0,0,0.065483,0.042411,0
MSTRG.15166,,chr19,55562474,55576682,0,0,0,0,0,0
MSTRG.15167,Acsf3,chr19,55594801,55635312,11.291612,14.214064,12.077991,11.799852,8.602667,9.951652
MSTRG.15168,LOC102551324,chr19,55609618,55611349,0.050878,0.062514,0.027953,0.103635,0.013083,0.275591
MSTRG.15169,LOC108348960,chr19,55612757,55622531,0.166526,0.038907,0.090273,0,0,0.030224
MSTRG.1517,Cldnd2,chr1,98487631,98490315,0,0,0,0,0,0
MSTRG.15170,Ankrd11,chr19,55703831,55862446,16.284259,23.604735,14.715066,16.241695,16.138183,18.528573
MSTRG.15171,Rpl13,chr19,55917489,55920040,356.289021,348.902901,384.221411,402.427374,341.490004,358.618393
MSTRG.15172,LOC102551789,chr19,55878219,55880566,0.366157,0.712239,0.640212,0.402074,0.42526,0.172399
MSTRG.15173,Spg7,chr19,55880549,55914729,13.725724,15.112066,12.277218,14.881672,18.976191,19.002803
MSTRG.15174,Cpne7,chr19,55929555,55946251,0.22739,0.275077,0.286877,0.283014,0.168552,0.378583
MSTRG.15175,Sult5a1,chr19,55952861,55978583,0,0.279951,0,0.281333,0,0
MSTRG.15176,Dpep1,chr19,55973447,55998830,0.543304,0.45434,0.321839,0.592017,0.472741,0.562724
MSTRG.15177,Chmp1a,chr19,56001724,56010039,79.422161,90.27951,77.503125,79.947571,60.65668,62.146397
MSTRG.15178,Spata33,chr19,56010085,56022424,3.953604,3.890946,4.123983,3.837689,3.41623,1.98478
MSTRG.15179,Cdk10,chr19,56024903,56032610,28.467799,35.720338,28.764868,30.766283,15.234806,17.894459
MSTRG.1518,Lim2,chr1,98495082,98501248,0,0,0,0,0,0
MSTRG.15180,Spata2L,chr19,56032607,56037873,3.404822,4.98143,4.162711,4.451908,4.357059,4.210991
MSTRG.15181,Spire2,chr19,56136904,56175500,4.073345,6.827931,6.404583,6.002577,4.747229,4.838244
MSTRG.15182,Vps9d1,chr19,56040527,56054199,12.147923,14.469224,12.169006,12.92515,9.183053,12.887437
MSTRG.15183,Zfp276,chr19,56054250,56067767,5.173565,5.281135,5.310534,6.295081,4.041618,4.529868
MSTRG.15184,Fanca,chr19,56067548,56126075,0.207174,0.288249,0.225866,0.241876,0.18852,0.242029
MSTRG.15185,Mc1r,chr19,56215420,56219987,0.02055,0.039474,0.09189,0.062482,0.069705,0.144773
MSTRG.15186,Tubb3,chr19,56220759,56229813,46.805855,58.866096,56.470516,55.665272,42.266769,37.062538
MSTRG.15187,Tcf25,chr19,56178128,56213299,153.636411,192.908413,142.300539,141.415262,133.198693,147.680798
MSTRG.15188,Def8,chr19,56238353,56259867,7.23708,8.222174,7.160832,6.97074,6.108915,7.20752
MSTRG.15189,Afg3l1,chr19,56272171,56299323,19.490721,25.324615,22.293907,22.625872,25.937387,22.891304
MSTRG.1519,C1H19orf84,chr1,98501530,98505514,0.037411,0,0,0.0438,0,0
MSTRG.15190,Dbndd1,chr19,56302704,56311991,2.900157,4.224571,2.78047,3.120847,2.403236,3.808773
MSTRG.15191,,chr19,56338425,56338854,10.638022,3.424348,2.787957,2.365155,0.139103,0
MSTRG.15192,,chr19,56388239,56389416,0,0,0,0,0,0
MSTRG.15193,LOC108348962,chr19,56363216,56368946,0,0,0,0,0,0
MSTRG.15194,LOC103694357,chr19,56366779,56368977,0,0,0,0,0,0
MSTRG.15195,Gas8,chr19,56316367,56335873,4.641475,6.144667,4.428291,4.913834,2.411918,3.718456
MSTRG.15196,Rhou,chr19,56402663,56444056,3.675356,3.874432,4.192303,5.804405,5.443961,6.43781
MSTRG.15197,LOC103690042,chr19,56403198,56420953,0,0,0,0,0.056891,0
MSTRG.15198,LOC102546393,chr19,56452201,56463008,0,0,0,0,0.079067,0
MSTRG.15199,,chr19,56545431,56547200,0,0,0,0,0,0
MSTRG.152,LOC102547604,chr1,15389521,15389952,0.719069,1.062845,1.127746,0.69229,0.404762,0.454645
MSTRG.1520,LOC102550061,chr1,98505581,98509341,0,0.072999,0,0,0,0
MSTRG.15200,LOC102546589,chr19,56490445,56493941,0.177508,0.115021,0.244454,0.076911,0.060145,0.295183
MSTRG.15201,Rab4a,chr19,56585598,56613078,33.752809,39.446301,37.903928,36.851155,35.746763,35.188551
MSTRG.15202,LOC108348965,chr19,56639909,56649597,0,0.055172,0,0.034145,0,0
MSTRG.15203,Ccsap,chr19,56615326,56634031,7.272442,10.837945,6.079488,6.342616,13.192289,10.25718
MSTRG.15204,Acta1,chr19,56674072,56677084,2.037445,3.09758,2.528162,1.929289,2.346957,2.351348
MSTRG.15205,,chr19,56680457,56681324,0.260335,0.349815,0,0,0.09306,0.15953
MSTRG.15206,Nup133,chr19,56681965,56731404,5.506401,5.692593,4.704984,4.97992,4.614427,4.975833
MSTRG.15207,Abcb10,chr19,56742809,56772904,5.356058,6.220722,4.362944,5.425498,5.013514,5.267144
MSTRG.15208,Taf5l,chr19,56781854,56801005,6.753765,8.987682,7.700394,8.651115,7.474955,7.787965
MSTRG.15209,Urb2,chr19,56802843,56827017,3.225886,3.582098,2.560745,3.174423,3.2954,3.146452
MSTRG.1521,Siglec10,chr1,98512663,98521736,0,0.07721,0.02549,0,0,0
MSTRG.15210,LOC102547196,chr19,56864309,56867269,0.972919,1.303191,0.653771,0.606107,1.256451,1.115075
MSTRG.15211,LOC102549352,chr19,56899447,56904387,0.048513,0.05574,0.102824,0.077343,0.111028,0.28832
MSTRG.15212,LOC108348968,chr19,56903058,56925169,0.052747,0,0,0.052607,0.058868,0.139056
MSTRG.15213,,chr19,56982949,56983807,0,0,0,0,0,0
MSTRG.15214,Pgbd5,chr19,57126110,57192182,7.666312,12.697417,10.40651,11.699153,14.213228,15.406239
MSTRG.15215,Galnt2,chr19,57003588,57115123,19.538253,33.460694,23.149553,23.22493,23.467468,25.321228
MSTRG.15216,LOC108348970,chr19,57198047,57206872,0,0.028352,0,0,0,0.017833
MSTRG.15217,RGD1559896,chr19,57396606,57422124,15.695639,22.261573,18.931883,19.458608,18.786599,19.785702
MSTRG.15218,Cog2,chr19,57286955,57322853,13.750465,14.207129,14.014813,15.567285,8.853832,10.153743
MSTRG.15219,LOC103694359,chr19,57309622,57310632,0.891028,1.286223,0.562104,1.42227,0.479667,0.534719
MSTRG.1522,Siglec5,chr1,98562351,98570992,0.093569,0.120385,0.050095,0.181317,0.043357,0.027759
MSTRG.15220,Agt,chr19,57321594,57333460,7.04819,6.068185,9.817571,10.339452,24.217169,22.946807
MSTRG.15221,Capn9,chr19,57341938,57378901,0,0,0,0,0,0
MSTRG.15222,Fam89a,chr19,57502308,57514896,0.307594,0.32426,0.783942,1.269449,0.583479,0.521935
MSTRG.15223,RGD1562218,chr19,57600231,57614558,9.779024,10.416935,9.854709,10.711174,9.27375,10.225568
MSTRG.15224,,chr19,57541798,57544210,0,0,0,0,0,0
MSTRG.15225,Trim67,chr19,57554665,57593401,0.031647,0,0,0,0.007279,0
MSTRG.15226,Ttc13,chr19,57429980,57484583,17.569633,17.762888,15.735213,17.535769,15.68016,16.827891
MSTRG.15227,Arv1,chr19,57484720,57496539,14.317823,14.038748,11.838302,13.286157,6.859226,9.090212
MSTRG.15228,Gnpat,chr19,57614813,57640524,12.998678,14.739341,13.321578,15.693732,8.328163,9.912245
MSTRG.15229,LOC102549918,chr19,57750976,57755256,0.159895,0.249855,0.356129,0.425639,0.0431,0
MSTRG.1523,LOC100912683,chr1,98710527,98731760,0.053417,0.078514,0.033468,0.021236,0.009651,0.028641
MSTRG.15230,Tsnax,chr19,57771539,57785567,50.627037,57.408768,49.675518,52.703236,48.423916,50.049534
MSTRG.15231,Exoc8,chr19,57642593,57649794,15.99545,13.790981,7.700573,9.993068,13.265962,16.537077
MSTRG.15232,Sprtn,chr19,57649901,57657158,6.309667,7.5526,6.525861,7.087305,7.13521,7.970499
MSTRG.15233,Egln1,chr19,57659201,57701158,11.423947,14.448134,13.082473,13.125803,12.507409,13.794102
MSTRG.15234,,chr19,57698902,57699754,5.020342,6.4586,3.993192,4.887107,4.56116,5.115043
MSTRG.15235,Disc1,chr19,57818838,58069992,0.219483,0.230691,0.161702,0.203594,0.166785,0.142803
MSTRG.15236,LOC108348971,chr19,57940950,57954742,0.008333,0.00716,0.030871,0.007711,0,0
MSTRG.15237,LOC103694360,chr19,57993004,57994430,0,0,0,0,0,0
MSTRG.15238,LOC102557452,chr19,58152057,58158468,0,0,0.022292,0,0,0
MSTRG.15239,Map10,chr19,58505811,58508603,3.115299,3.537794,2.341525,3.132694,2.098535,2.971625
MSTRG.1524,Klk1c12,chr1,99298965,99303048,0,0,0,0,0,0
MSTRG.15240,Set,chr19,58420560,58423187,14.701281,18.469675,17.880947,20.117659,13.777975,12.829407
MSTRG.15241,Sipa1l2,chr19,58236201,58399842,3.304544,4.242528,2.839447,3.933632,4.263425,5.411971
MSTRG.15242,Ntpcr,chr19,58565576,58579276,26.371384,25.193319,26.64883,23.88619,15.609318,17.898724
MSTRG.15243,RGD1306091,chr19,58744995,58779408,3.965658,5.003859,4.448199,4.69828,4.510719,5.441573
MSTRG.15244,Pcnx2,chr19,58583000,58736069,0.152988,0.209724,0.082449,0.102869,0.0614,0.11621
MSTRG.15245,LOC108353198,chr19,58616401,58622426,0,0,0,0,0,0
MSTRG.15246,,chr19,58626678,58634222,7.419214,7.56177,5.319302,6.304944,4.275916,4.113809
MSTRG.15247,LOC108353197,chr19,58652522,58657606,0.040946,0.306905,0.093182,0.07842,0.096329,0.257258
MSTRG.15248,Kcnk1,chr19,58823466,58862926,18.168637,20.910292,16.937899,18.168502,22.023591,20.794306
MSTRG.15249,Slc35f3,chr19,58968036,59305318,0.198153,0.220178,0.155121,0.201977,0.5302,1.045859
MSTRG.1525,,chr1,99315553,99317768,0,0,0,0,0,0
MSTRG.15250,Irf2bp2,chr19,59395140,59511561,34.754041,30.938334,28.542267,25.86904,26.461599,20.28287
MSTRG.15251,LOC108348976,chr19,59532333,59550640,0.012736,0.014917,0,0.013831,0,0
MSTRG.15252,LOC108348977,chr19,59563209,59567395,0.057834,0.099681,0.105389,0.073142,0.031599,0.021873
MSTRG.15253,Coa6,chr19,59327328,59333707,2.22326,2.215355,2.118331,2.103762,1.675823,1.264217
MSTRG.15254,Tarbp1,chr19,59331399,59384807,4.5709,5.395485,3.386898,4.156936,3.63217,4.380973
MSTRG.15255,,chr19,59607107,59623345,0,0,0,0,0,0
MSTRG.15256,LOC102547567,chr19,59645654,59660070,0,0.028011,0,0,0,0
MSTRG.15257,LOC102547513,chr19,59653702,59662562,0.051398,0,0.025774,0.034548,0,0.02153
MSTRG.15258,LOC102547637,chr19,59664944,59666742,0.076821,0.035517,0.188723,0.241693,0.469369,0.418037
MSTRG.15259,LOC102547807,chr19,59754115,59758994,0.428584,0.625859,0.272995,0.233977,0.083865,0.164696
MSTRG.1526,,chr1,99323893,99327978,0,0,0,0,0,0
MSTRG.15260,Tomm20,chr19,59842667,59873411,194.612627,202.202546,230.61994,230.485823,202.98914,197.450555
MSTRG.15261,Rbm34,chr19,59874745,59894981,7.85835,10.092431,8.166591,8.611467,8.376654,9.671342
MSTRG.15262,LOC100912076,chr19,59913193,59914417,2.217399,2.397924,1.300349,1.43711,2.012203,2.175895
MSTRG.15263,Hmg1l1,chr19,59984234,59985494,5.928407,6.222004,6.524393,7.660074,5.548681,5.781769
MSTRG.15264,LOC103694361,chr19,61038650,61054298,0,0,0,0,0,0
MSTRG.15265,,chr19,61171910,61310078,0,0,0,0,0,0
MSTRG.15266,,chr19,61176625,61177306,0,0,0,0,0,0
MSTRG.15267,Pard3,chr19,60017746,60580628,11.288066,13.738652,9.753659,10.954966,6.665892,8.01347
MSTRG.15268,LOC102548266,chr19,60128669,60145977,0.221876,0.179281,0.093568,0.058781,0.027507,0.018174
MSTRG.15269,,chr19,61662980,61666631,0,0,0,0,0,0
MSTRG.1527,Dzf17,chr1,98614943,98631142,6.93429,7.542919,5.648748,6.669797,5.560662,6.173665
MSTRG.15270,Itgb1,chr19,61676820,61725537,142.389682,147.983659,122.413283,145.300659,185.225562,197.140029
MSTRG.15271,LOC103694365,chr19,62228669,62250569,0,0,0,0,0,0
MSTRG.15272,LOC102546394,chr19,62253228,62255444,0.568824,1.135977,0.897579,1.241919,0.866143,0.348123
MSTRG.15273,Nrp1,chr19,61332351,61486166,8.338822,8.966806,8.257843,11.567392,16.312239,18.534132
MSTRG.15274,LOC102548537,chr19,61401089,61427516,0.042174,0.024849,0.011973,0,0,0.018055
MSTRG.15275,LOC102555749,chr19,61735016,61803930,0,0,0,0,0,0
MSTRG.15276,Zfp108,chr1_AABR07046158v1_random,228,3012,1.030354,1.102026,1.481851,1.436527,0.463954,1.297462
MSTRG.15277,LOC102554158,chr19_KL568101v1_random,99,1409,6.775197,9.338578,7.444183,4.181905,8.64691,3.384609
MSTRG.15278,LOC103694577,chr1_AABR07046212v1_random,297,1890,0.650288,0.700781,1.274279,1.113982,1.453693,0.333679
MSTRG.15279,,chr19,61807661,62158361,0,0,0,0,0,0
MSTRG.1528,LOC100912689,chr1,98662443,98683536,0,0.025922,0,0.021569,0.038205,0.019151
MSTRG.15280,LOC108353318,chr1_AABR07046231v1_random,6229,16773,0,2.106017,1.955477,0,0,0
MSTRG.15281,,chr1_KL567881v1_random,10996,11651,3.749309,3.923202,0.270876,0.697157,2.831501,2.814386
MSTRG.15282,LOC100910912,chr1_AABR07046231v1_random,17020,31196,2.613296,2.817509,1.473343,1.878261,2.491261,1.660493
MSTRG.15283,LOC102554566,chr1_KL567882v1_random,15,2989,4.954663,6.847897,1.817722,6.073981,4.77686,7.010304
MSTRG.15284,,chr1_KL567882v1_random,23663,24932,0,0,0,0,0,0
MSTRG.15285,,chr1_KL567885v1_random,5693,6756,9.341117,10.219975,11.719692,13.377557,9.435282,9.860045
MSTRG.15286,LOC100910831,chr1_KL567885v1_random,3945,4907,11.8242,17.457726,11.594173,14.659636,12.385193,12.92655
MSTRG.15287,,chr1_KL567891v1_random,1946,3210,0,0,0,0,0,0
MSTRG.15288,,chr1_KL567891v1_random,49777,50772,0,0,0,0,0,0
MSTRG.15289,Ppm1n,chr1_KL567892v1_random,30397,32840,3.183271,3.742156,2.765278,2.684385,1.21836,1.274292
MSTRG.1529,Klk15,chr1,99393283,99401339,0,0,0,0,0,0
MSTRG.15290,,chr2,126830,127168,0.153562,0.157807,0.197509,0.26503,0.374943,0.883504
MSTRG.15291,,chr2,128371,147155,0,0,0,0,0,0
MSTRG.15292,LOC108349907,chr2,149993,153034,0.023715,0,0,0,0,0
MSTRG.15293,LOC108349908,chr2,174726,264579,0,0,0,0,0,0
MSTRG.15294,LOC108349909,chr2,480088,496073,0,0,0,0,0,0
MSTRG.15295,,chr2,607371,607595,0,0,0,0,0,0
MSTRG.15296,LOC108349910,chr2,1094041,1096659,0,0,0,0,0,0
MSTRG.15297,,chr2,1703455,1761533,0.267508,0,0,0.375454,0.278924,0.454077
MSTRG.15298,,chr2,2131015,2131468,0.04404,0,0,0,0,0
MSTRG.15299,,chr2,2376514,2392398,0,0,0,0,0,0
MSTRG.153,LOC102547411,chr1,15406293,15410996,0,0,0,0.02807,0.054216,0.041968
MSTRG.1530,Vom2r38,chr1,98915864,99145996,0,0,0,0,0,0
MSTRG.15300,Glrx,chr2,2605963,2615944,77.146326,86.121765,59.300724,53.98546,92.023868,84.478566
MSTRG.15301,LOC102548988,chr2,2434498,2456418,0,0,0,0,0,0
MSTRG.15302,Ell2,chr2,2456189,2525590,38.308105,41.324265,31.374414,34.718151,47.40346,47.766111
MSTRG.15303,LOC108350152,chr2,2505956,2513366,0.726515,0.94683,0.369298,0.400785,0.22754,0.420736
MSTRG.15304,LOC102548635,chr2,1402745,1410759,0.029771,0,0,0,0,0
MSTRG.15305,Erap1,chr2,1410877,1449734,30.36935,31.038404,25.317835,28.080132,18.290018,16.658046
MSTRG.15306,Cast,chr2,1452111,1561669,31.224051,33.953731,27.702636,28.744839,39.015764,43.202777
MSTRG.15307,Gpr150,chr2,2810280,2815991,1.659805,1.610976,1.18383,1.149628,1.02891,1.460565
MSTRG.15308,Rfesd,chr2,2627254,2784366,29.533347,34.450139,22.958637,23.972762,20.77917,21.560518
MSTRG.15309,Spata9,chr2,2729803,2768162,11.095153,13.259142,6.872571,8.777255,8.573219,9.424712
MSTRG.1531,Vom2r37,chr1,98989754,99135977,0.036487,0,0.077252,0,0.080876,0.028982
MSTRG.15310,LOC108349912,chr2,2784420,2792010,0.286184,0.207015,0.212775,0.209738,0,0
MSTRG.15311,Mctp1,chr2,3400883,4089949,0.058533,0,0.074548,0,0.03138,0.051079
MSTRG.15312,Arsk,chr2,2835568,2891059,6.021792,6.864305,4.302418,6.018871,7.284719,7.835317
MSTRG.15313,Ttc37,chr2,2891094,3037602,15.698116,17.853747,12.407265,13.767962,16.183393,16.233303
MSTRG.15314,Fam81b,chr2,3004688,3134667,0.450175,0.446,0.374579,0.311364,0.454282,0.35113
MSTRG.15315,,chr2,4858907,4859854,0,0,0,0,0,0
MSTRG.15316,,chr2,4800365,4801312,0,0,0,0,0,0
MSTRG.15317,Olr205,chr2,4820016,4820966,0,0,0,0.094427,0,0
MSTRG.15318,Slf1,chr2,4095126,4195819,2.393539,2.371572,1.920967,2.123998,2.543333,2.442031
MSTRG.15319,RGD1560883,chr2,4195871,4755065,0.642845,0.346988,0.18463,0.388564,0.670745,0.938197
MSTRG.1532,LOC100911353,chr1,99050986,99052373,0,0,0,0,0.592384,0.780989
MSTRG.15320,Fam172a,chr2,4942795,5548113,11.93932,15.057595,9.186425,12.037637,12.324178,14.307785
MSTRG.15321,Pou5f2,chr2,5437067,5438301,0,0.160748,0.005419,0.046039,0,0
MSTRG.15322,Nr2f1,chr2,5569954,5579894,0.717493,0.488616,0.598882,0.604549,0.95579,1.207512
MSTRG.15323,LOC102549789,chr2,5578843,5825696,0.235133,0.193723,0.14408,0.300363,0.502181,0.658401
MSTRG.15324,,chr2,5683728,5685058,0,0,0,0,0,0
MSTRG.15325,,chr2,7713741,7720781,0,0,0,0,0,0
MSTRG.15326,Arrdc3,chr2,8732907,8745445,12.641611,15.55178,14.77459,13.005536,12.59309,15.113854
MSTRG.15327,,chr2,9512655,9512916,2.670018,2.44722,2.650347,3.697306,1.419894,1.947256
MSTRG.15328,Lysmd3,chr2,9526213,9535407,7.439909,8.025715,5.134404,7.590353,11.295578,10.976207
MSTRG.15329,LOC100912538,chr2,9682556,9696092,7.027288,9.378324,10.394549,9.447675,5.421008,5.050933
MSTRG.1533,LOC108349760,chr1,99053289,99074315,0.231259,0.144332,0.102864,0.051404,0.280421,0.248343
MSTRG.15330,Polr3g,chr2,9537642,9578551,9.501511,9.9944,9.209188,8.299412,24.012767,25.00357
MSTRG.15331,Mblac2,chr2,9578501,9621297,5.156231,5.125137,3.44491,4.652684,9.850566,11.81474
MSTRG.15332,LOC108349914,chr2,9748112,9798819,0,0,0,0,0,0
MSTRG.15333,Adgrv1,chr2,8926843,9504455,0.105415,0.286314,0.051576,0.11658,0.086292,0.082079
MSTRG.15334,,chr2,9171850,9172243,0,0,0,0.056693,0.010121,0
MSTRG.15335,LOC103691411,chr2,11477882,11556355,0,0,0,0.006378,0,0
MSTRG.15336,,chr2,11611160,11657987,0,0,0,0,0,0
MSTRG.15337,,chr2,10959106,10991448,0,0,0,0,0,0
MSTRG.15338,,chr2,10980865,10985183,0,0,0,0,0,0
MSTRG.15339,,chr2,11884658,11884775,0,0,0,0,0,0
MSTRG.1534,LOC103691104,chr1,99081193,99096641,0,0,0,0,0,0
MSTRG.15340,,chr2,11884671,11884757,0,0,0,0,0,0
MSTRG.15341,Mef2c,chr2,11658534,11822788,0.547562,0.724225,0.73445,0.893629,0.925621,1.187129
MSTRG.15342,LOC103691412,chr2,11787076,11797374,0,0,0.014715,0,0,0
MSTRG.15343,Cetn3,chr2,12101473,12115009,11.117959,9.607898,7.570486,13.149021,8.167085,6.798994
MSTRG.15344,,chr2,12586422,12601062,0,0,0,0,0,0
MSTRG.15345,LOC102554363,chr2,13080460,13091568,0,0,0,0,0,0
MSTRG.15346,,chr2,13235678,13235911,0.577235,0.955101,1.056627,0.785808,0.84024,0.549422
MSTRG.15347,LOC103691413,chr2,12123807,12131179,0.190282,0.123484,0.061251,0.104105,0.52269,0.378081
MSTRG.15348,Tmem161b,chr2,12252522,12550368,9.351712,9.972358,8.94956,9.069157,7.571666,9.293188
MSTRG.15349,LOC102554178,chr2,12429190,12435395,0,0,0,0,0,0
MSTRG.1535,LOC100912942,chr1,99103515,99111758,0,0,0,0,0.034979,0
MSTRG.15350,LOC108349917,chr2,12441548,12469810,0,0,0,0,0,0
MSTRG.15351,LOC102554243,chr2,12485681,12489203,0.218659,0.244502,0.09013,0.119298,0.287378,0.208485
MSTRG.15352,LOC103691414,chr2,12518010,12519102,0.735007,1.195389,0.2225,0.246263,0.128602,0.112062
MSTRG.15353,,chr2,13379431,13379855,0,0,0,0,0,0
MSTRG.15354,LOC102555062,chr2,13704586,13726781,0,0,0,0,0,0
MSTRG.15355,,chr2,13726916,13729803,0,0,0,0,0,0
MSTRG.15356,Ccnh,chr2,13593100,13617011,9.527357,9.782881,10.769739,10.78011,7.533194,8.82056
MSTRG.15357,Rasa1,chr2,13617021,13696531,14.616701,19.915358,14.13871,16.491051,19.426197,20.59606
MSTRG.15358,LOC102555233,chr2,14158461,14180012,0.008025,0,0,0,0,0
MSTRG.15359,LOC102555324,chr2,14358036,14359895,0,0.005363,0,0.003469,0.015522,0.011076
MSTRG.1536,LOC108349568,chr1,99121525,99122127,0,0,0,0,0.022517,0
MSTRG.15360,Cox7c,chr2,14699878,14701903,318.149657,350.157108,353.788713,351.161625,226.984954,205.75168
MSTRG.15361,LOC252890,chr2,14700078,14700137,5.664955,4.522491,8.222615,3.643887,2.29953,2.648654
MSTRG.15362,,chr2,16499259,16499755,0.103419,0.081796,0.074136,0.140795,0.166967,0.118895
MSTRG.15363,Edil3,chr2,17616116,18128673,20.438623,21.613613,16.848751,15.755866,21.241879,20.079048
MSTRG.15364,LOC108349918,chr2,18009978,18016484,0.338254,0.300133,0.344245,0.158488,0.1132,0.153414
MSTRG.15365,Hapln1,chr2,18354542,18419077,0.043031,0.071682,0.025911,0.074587,0,0
MSTRG.15366,,chr2,18596230,18597300,10.532447,13.604403,15.133169,14.735107,14.192922,15.050573
MSTRG.15367,Vcan,chr2,18490102,18587340,2.727932,1.90926,1.833008,4.229413,5.514108,5.812495
MSTRG.15368,Xrcc4,chr2,18674496,18927463,4.550021,5.036559,4.359156,4.804765,1.969333,3.354098
MSTRG.15369,Tmem167a,chr2,18927544,18949038,24.747124,27.765375,23.382929,23.929922,16.289936,17.611208
MSTRG.1537,,chr1,99414947,99415292,119.990738,121.06591,57.744011,133.227036,106.395302,63.070564
MSTRG.15370,Atp6ap1l,chr2,19781375,19809355,0.08163,0.081013,0.086467,0.217906,0.149381,0.193729
MSTRG.15371,Rps23,chr2,19823234,19824804,527.192627,533.254883,547.429321,563.276123,404.396362,398.953552
MSTRG.15372,LOC103691417,chr2,20202212,20203765,0,0,0,0,0,0
MSTRG.15373,Atg10,chr2,19853546,20152918,5.5837,4.917735,5.211319,4.41397,3.563688,3.193686
MSTRG.15374,LOC102550730,chr2,20256490,20269763,0.090337,0.06919,0.038893,0.056191,0.004537,0
